family,strategy,top_k,triple_intersection,triple_union,triple_jaccard,cat_attr_jaccard,cat_rel_jaccard,attr_rel_jaccard,cat_attr_restricted_cos,cat_rel_restricted_cos,attr_rel_restricted_cos
headnorm_contrast_l0p25,random,128,128,128,1.0,1.0,1.0,1.0,0.8382942046189215,0.6595487866879386,0.7168853608234039
headnorm_contrast_l0p25,shared,128,128,128,1.0,1.0,1.0,1.0,0.564398245455077,0.22414850480673562,0.2988480501955836
headnorm_contrast_l0p5,random,128,128,128,1.0,1.0,1.0,1.0,0.6460898877735599,0.2966239943983013,0.40504754080745414
headnorm_contrast_l0p5,shared,128,128,128,1.0,1.0,1.0,1.0,0.279580442556016,-0.19063072447537693,-0.09363521576212784
headnorm_contrast_l0p75,random,128,128,128,1.0,1.0,1.0,1.0,0.23340038427123722,-0.332171285337296,-0.17614575370083166
headnorm_contrast_l0p75,shared,128,128,128,1.0,1.0,1.0,1.0,-0.04500083655604321,-0.5500286573761487,-0.4541636957520063
headnorm_contrast_l1,random,128,128,128,1.0,1.0,1.0,1.0,-0.13703194419656797,-0.7159213181724668,-0.5934905095713637
headnorm_contrast_l1,shared,128,128,128,1.0,1.0,1.0,1.0,-0.21487982264114466,-0.6622097186220957,-0.589519595459452
pca_remove1,random,128,128,128,1.0,1.0,1.0,1.0,-0.2068616760819436,-0.7254174653178239,-0.5233606541994689
pca_remove1,shared,128,128,128,1.0,1.0,1.0,1.0,-0.20371244323280274,-0.7320196865162927,-0.5178761147272577
pca_remove2,contrast_norm,128,128,128,1.0,1.0,1.0,1.0,-0.9999999264915976,0.9999996373165574,-0.9999995676859982
pca_remove2,hybrid,128,128,128,1.0,1.0,1.0,1.0,-1.000000149253464,0.9999995581456729,-0.9999992319053356
pca_remove2,norm,128,128,128,1.0,1.0,1.0,1.0,-0.9999999264915976,0.9999996373165574,-0.9999995676859982
pca_remove2,random,128,128,128,1.0,1.0,1.0,1.0,-1.0000001098421776,0.9999995663913396,-0.9999994347028491
pca_remove2,shared,128,128,128,1.0,1.0,1.0,1.0,-0.9999999264915976,0.9999996373165574,-0.9999995676859982
pca_remove3,random,128,128,128,1.0,1.0,1.0,1.0,0.2518444304550987,0.10408750140795824,0.308911831590294
pca_remove3,shared,128,128,128,1.0,1.0,1.0,1.0,0.1540745308385786,0.03315341341581474,0.5182759547705564
pca_remove5,random,128,128,128,1.0,1.0,1.0,1.0,0.2518444304550987,0.10408750140795824,0.308911831590294
pca_remove5,shared,128,128,128,1.0,1.0,1.0,1.0,0.1540745308385786,0.03315341341581474,0.5182759547705564
raw,random,128,128,128,1.0,1.0,1.0,1.0,0.8905883739857219,0.757798949452367,0.801804653904475
raw,shared,128,128,128,1.0,1.0,1.0,1.0,0.8833021183857769,0.748176415291428,0.8167320660524942
